source_accuracy,target_accuracy,deficiency_tv,exactly_simulable
0.75,0.9,0.15000000000000002,False
0.9,0.75,0.0,True
0.6,0.8,0.20000000000000007,False
0.8,0.6,0.0,True
0.7,0.7,0.0,True
